Unnamed: 0,Restaurant Name,Address,Barangay,City / Town,Province,Price Range (Max), Specialty ,Other Data,Author,Review
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Thom Pathuis,"Perfect! The food is amazing! (Try the bean buritto) The service is real nice and the restaurant itself is small and cosy! The juices are made with fresh fruits, and taste amazing to! After you ate you will smile, maybe even during eating! Vegetarian options: Alles op het menu is vegetarisch Parking: Naast de deur parkeren Dietary restrictions: Je kan het aangeven! Service: Dine in Meal type: Lunch Price per person: ?1Â200 Food: 5 Service: 5 Atmosphere: 5 Parking options: Free parking lot"
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Brian Cruikshank,Best food I've had in the Philippines. Food: 5 Service: 5 Atmosphere: 5
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Rommel Oropesa,"A ""must try"" place when in puerto princesa Food: 5 Service: 5 Atmosphere: 5"
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Prahlad Agarwal,"The food is pretty good for Palawan, but just a single lady running the show. Had to wait more than an hour for the food to arrive. Also portion size is smaller so order 2 portions per person. Food: 5 Service: 2 Atmosphere: 3"
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Toshi Tanaka,"Great little vegan outlet. Elderly owners are very friendly and helpful. The food is great, good value, and a lot of healthy options. It used to be located over the block, this is a prettier setting. Food: 5 Service: 5 Atmosphere: 5"
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Julie Turin (JulieSmile),super cabbage place in the middle of princesa stone town offering vegetarian food only! you eat surrounded by plants and the food is super good!
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Linda Pizarro,"Very nice place and friendly staff! Many vegan/vegetarian options and delicious food! Service: Dine in Meal type: Lunch Price per person: ?1Â200 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Tempeh Steak, Chimichanga, Broccoli and Tofu"
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Der Huhu,"One of the best restaurants in Palawan, the owners are super nice the servings are not too small. If you are vegan remind them as you order! Vegetarian options: They can veganice nearly the whole menu! Service: Dine in Meal type: Lunch Price per person: ?1Â200 Food: 5 Service: 5 Atmosphere: 5"
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Owais Ahmed,"Best non meat restaurant in town. . Very affordable. . . Very delicious. . . Service: Dine in Meal type: Dinner Price per person: ?400Â600 Food: 5 Service: 5 Atmosphere: 3 Recommended dishes: Tortillas with Guacamole, Chimichanga, Beans Burrito Large"
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Caro Diaz,Super tasty vegan food! Service: Dine in Meal type: Dinner Food: 5 Service: 5 Atmosphere: 5
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Hasse Hansson,Ima delivered very tasty food for a good price in her relaxing restaurant covered with plants from ground to roof. A must visit for every vegetarian :) We came back numerous times! Service: Dine in Meal type: Dinner Price per person: ?1Â200 Food: 5 Service: 5 Atmosphere: 5
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Anna-Sara Isakson,Can't recommend this place enough! So many options and good prices. We ate here atleast once everyday during our stay in PP. Super cosy atmosphere and lovely owner :-) Food: 5 Service: 5 Atmosphere: 5
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Tahlia McGregor,"Friendly service, cute small vibe seems like itÂs run by a family. Food was delicious! I had the bean burrito, so many options. Wish we had more time to eat more"
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Leon Pope,"Home cooked, warm & welcoming place packed with plants. Lovely homemade juices, and a super menu with endless options for both vegetarian & vegans. Honestly could have stayed in Puerto Princessa longer just to come back for the food."
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Jayme Boehnert,"Our go-to place for quality vegetarian food in Puerto Prinsesa City, Palawan. Recommending their burritos w/ Ima's blend Service: Dine in Meal type: Lunch Food: 5 Service: 5 Atmosphere: 5"
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Anneloes Velt,The Mexican dishes are the best! So much choice it makes it hard to choose. Service is super fast and staff is super friendly. Our new favorite place in Puerto Princesa!
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Thom Pathuis,"Perfect! The food is amazing! (Try the bean buritto) The service is real nice and the restaurant itself is small and cosy! The juices are made with fresh fruits, and taste amazing to! After you ate you will smile, maybe even during eating! Vegetarian options: Alles op het menu is vegetarisch Parking: Naast de deur parkeren Dietary restrictions: Je kan het aangeven! Service: Dine in Meal type: Lunch Price per person: ?1Â200 Food: 5 Service: 5 Atmosphere: 5 Parking options: Free parking lot"
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Brian Cruikshank,Best food I've had in the Philippines. Food: 5 Service: 5 Atmosphere: 5
3,Ima's Vegetarian Restaurant,"333 Rizal Avenue, Puerto Princesa, MIMAROPA, Philippines",San Miguel,Puerto Princesa,Palawan,1400.0," Vegetarian Vegetarian, Mexican ",Outdoor seatingTakeawayDeliveryBookingWheelchair accessible,Rommel Oropesa,"A ""must try"" place when in puerto princesa Food: 5 Service: 5 Atmosphere: 5"
4,"Asiano gourmet cuisine, Seafood & Vegetarian restaurant","Beach Front, Sitio Sabang, BRGY, Puerto Princesa, MIMAROPA, Philippines",Cabayugan,Puerto Princesa,Palawan,2800.0,"Filipino, Seafood, Asian, Vegetarian options",DeliveryTakeawayBooking,Natalie Murray,"The best food I've had in a long time. Owner and family are very friendly and attentive. You HAVE to eat here if you're in Sabang. As you can see from our plates essentially liked clean, the food was amazing. Vegetarian options: Vegan and veg options Kid-friendliness: Family establishment Service: Dine in Meal type: Dinner Price per person: ?400Â600 Food: 5 Service: 5 Atmosphere: 5 Recommended dishes: Chicken Curry, Aloo Gobi Masala"
4,"Asiano gourmet cuisine, Seafood & Vegetarian restaurant","Beach Front, Sitio Sabang, BRGY, Puerto Princesa, MIMAROPA, Philippines",Cabayugan,Puerto Princesa,Palawan,2800.0,"Filipino, Seafood, Asian, Vegetarian options",DeliveryTakeawayBooking,Travis M.,Great food but all things considered it's overpriced. Took a long time to receive our food. Very small portions. No AC or breeze. Food is very good though... Food: 4 Service: 3 Atmosphere: 1
4,"Asiano gourmet cuisine, Seafood & Vegetarian restaurant","Beach Front, Sitio Sabang, BRGY, Puerto Princesa, MIMAROPA, Philippines",Cabayugan,Puerto Princesa,Palawan,2800.0,"Filipino, Seafood, Asian, Vegetarian options",DeliveryTakeawayBooking,Oli Barrett,"Pricey for the area but you get what you pay for, excellent food. Only issue is it was too small"
4,"Asiano gourmet cuisine, Seafood & Vegetarian restaurant","Beach Front, Sitio Sabang, BRGY, Puerto Princesa, MIMAROPA, Philippines",Cabayugan,Puerto Princesa,Palawan,2800.0,"Filipino, Seafood, Asian, Vegetarian options",DeliveryTakeawayBooking,Agnes Granberg,The place was before located at the beach and are now just a quick walk from the beach. Amazing food and the people who run the place are so nice!! You need to come here if you are in the area!!! You canÂt go here and miss eating at the restaurant! Vegetarian options: We chose the vegetarian tom yum soup and the pad thai. It was the best pad thai we had eaten! Service: Dine in Meal type: Dinner Price per person: ?400Â600
4,"Asiano gourmet cuisine, Seafood & Vegetarian restaurant","Beach Front, Sitio Sabang, BRGY, Puerto Princesa, MIMAROPA, Philippines",Cabayugan,Puerto Princesa,Palawan,2800.0,"Filipino, Seafood, Asian, Vegetarian options",DeliveryTakeawayBooking,Emma AhlbÃ¤ck,"A really good place to eat. They have a lot of options. Food is affordable and the quality is incredible. The chef runs the restaurant on his own and is super kind! I would definitely go back. It is so close to the place we are staying, Cafe Sabang Guest House. Service: Dine in Meal type: Dinner Price per person: ?400Â600 Food: 5 Service: 5 Atmosphere: 5"
4,"Asiano gourmet cuisine, Seafood & Vegetarian restaurant","Beach Front, Sitio Sabang, BRGY, Puerto Princesa, MIMAROPA, Philippines",Cabayugan,Puerto Princesa,Palawan,2800.0,"Filipino, Seafood, Asian, Vegetarian options",DeliveryTakeawayBooking,Frank Beja,Wow Food: 5 Service: 5 Atmosphere: 5
4,"Asiano gourmet cuisine, Seafood & Vegetarian restaurant","Beach Front, Sitio Sabang, BRGY, Puerto Princesa, MIMAROPA, Philippines",Cabayugan,Puerto Princesa,Palawan,2800.0,"Filipino, Seafood, Asian, Vegetarian options",DeliveryTakeawayBooking,mitchell m,Food is fantastic! Fresh vegetables either Thai or India style. Her place on the beach was destroyed but the new place is still a work in progress. Definitely a great place to eat. Many items on the menu. Parking: Park on the quiet street. Easy. Service: Dine in Meal type: Dinner Price per person: ?200Â400 Food: 5 Service: 5 Atmosphere: 4
4,"Asiano gourmet cuisine, Seafood & Vegetarian restaurant","Beach Front, Sitio Sabang, BRGY, Puerto Princesa, MIMAROPA, Philippines",Cabayugan,Puerto Princesa,Palawan,2800.0,"Filipino, Seafood, Asian, Vegetarian options",DeliveryTakeawayBooking,Carlo Reyes,The food is very delicious Food: 5 Service: 5 Atmosphere: 5
4,"Asiano gourmet cuisine, Seafood & Vegetarian restaurant","Beach Front, Sitio Sabang, BRGY, Puerto Princesa, MIMAROPA, Philippines",Cabayugan,Puerto Princesa,Palawan,2800.0,"Filipino, Seafood, Asian, Vegetarian options",DeliveryTakeawayBooking,Pat Apon,Nice and good place and food! Food: 5 Service: 5 Atmosphere: 5
4,"Asiano gourmet cuisine, Seafood & Vegetarian restaurant","Beach Front, Sitio Sabang, BRGY, Puerto Princesa, MIMAROPA, Philippines",Cabayugan,Puerto Princesa,Palawan,2800.0,"Filipino, Seafood, Asian, Vegetarian options",DeliveryTakeawayBooking,Tayla Whitehorn,"Most comfortable welcoming restaurant! Adonis is such a talented chef! He puts so much love into the menu and treated me like family! We got to chat for a long time which was so nice, I canÂt thank Adonis and the family enough for their time and kindness, and delicious food"
