,Hotel Name,Author,Country,Review
12,Daluyon Beach and Mountain Resort,Grachelle, United Arab Emirates,"Liked · 1. Arriving a bit late from 2 consecutive flights and 2 hour land travel, our patience is running low. Staff for some reason put us on an upper floor when all the while I believe we were booked on the ground floor because of my 2 active children. Had to insist on my preferred location and Abby and Jake patiently accommodated our request, even showing us possible options. its been a beautiful customer experience especially for a travelling family.
Thank you Jake from housekeeping and Abby from reception, you've been amazing.
2. the unit facing the beach itself is paradise. waking up in the morning just few steps away from the beach with a well manicured garden...fabulous! (its petty, but the tap in front of each unit is superb, for a person with OCD, this little detail to keep the room tidy is spot on!.)
3. the unit itself (we stayed in 801 - beach villa B. the difference between A, B and C if i am not mistaken is having a powder room or just a simple bathroom..i think....but we were in B and thats been lovely) the room was spacious enough.
4. Location is perfect - we simply walk along the beach to the little center where few restaurants and little shops are.
5. its close to the subterranean river and zipline site... No need to get package or tour - simply go to the tourism office and pay for the trip yourself, boats are there too. for a family of 4 (2 adults and 2 kids) we only spent less than 3000 pesos for the trip to the underground river and 550 for each for the zipline.
6. breakfast is well presented with attentive but not intrusive staff - Edmond and team, thank you for the beautiful experience. (my kids loved their eggs benedict!)
7. food is also good with reasonable price as well. They have an amazing chef presenting Filipino dishes quite well (they have other options too).
8. i love it that its independent and not a hotel chain so you are kind of supporting smaller businesses but it is with a 5 star quality.

Disliked · its not hotels fault but just the presence of this insect called Nik-nik, like little blood suckers, am still healing from the bites after 3 weeks. they dont get turned off by mosquito repellants but we were told ""Off lotion"" is more useful.
so appreciate Ivan for giving us his cream... thats customer service on an extra mile..."
13,Daluyon Beach and Mountain Resort,Ken, United States of America,"Liked · Just a really nice place. We went there in the off-season so there was hardly anyone there. We had the whole place to ourselves and it was great

Disliked · The restaurant was great, and the food was excellent, however, the wine list was nonexistent. Apparently, somebody in charge believes that the only way to sell wine is by the entire bottle. This is a mistake, and one that I asked that they correct, but they seemed to care less. We were offered a choice of red, white, and rosé. Each of these wines came from a nondescript winery in Spain. I was able to get a sample of the red wine and it was terrible. I recommend the staff spend just a small amount of time and acquire some wines from other places and the world, and that they pay attention to the fact that wine IS food, and it should be offered and paired with food appropriately. Ignoring this fact is unwise, but that is exactly what this resort has done and continues to do. Please fix this at once, then let me know and perhaps I'll return for another visit."
14,Daluyon Beach and Mountain Resort,Andrew, Italy,"Disliked · The room had a lot of large bugs that made their way inside multiple places in the room (bathroom, shower area, and bed). Other than that, everything was perfect!"
15,Daluyon Beach and Mountain Resort,, United Arab Emirates,"Liked · Property is fine location is quite and safe

Disliked · So many kind of insect, we knows that environment nature, only advised to maybe need to provide insecticide spray each room"
16,Daluyon Beach and Mountain Resort,Vernon, United States of America,"Liked · The facilities were five-star. Beautiful swimming pool with swim up bar. The restaurant was first class with amazing food and incredible service. The Wi-Fi worked excellent in the rooms, the beach was large and clean with beautiful warm water. It was a little on the expensive side, but we enjoyed our stay.

Disliked · This property is very very far from any activities except the underground river. If you want to sit on a beautiful white sand beach and enjoy relaxation this is a place for you. If you want other restaurants, bars or activities, then I would not recommend this location. ?"
17,Daluyon Beach and Mountain Resort,Jolita, Lithuania,Liked · Nice place with beautiful beach. Friendly and helpful stuff.
18,Daluyon Beach and Mountain Resort,Jillian, United States of America,"Liked · The food was fantastic, very high quality restaurant dining. The staff was very warm and helpful, from booking tours to laundry and other guest services. We felt very taken care of on our stay and we’re able to relax and spend quality family time.
The beach view is unbeatable and it was great to get away from the city for a few days and look out at the water."
19,Daluyon Beach and Mountain Resort,Jacques, France,"Liked · nice location in front of a long sand beach
the staff is very helpful
good restorant for dinner

Disliked · although mentioned by BOOKING.com there is no refrigerator in the room !!
furniture little bit old"
20,Daluyon Beach and Mountain Resort,Valentina, Uruguay,"Liked · staff, location, cleanness, services

Disliked · no wifi in the rooms"
,,,,
,, ,,
