,Hotel Name,Author,Country,Review
11,Two Seasons Coron Island Resort,Elif, Serbia,"Liked · peaceful environment, large&clean rooms, home comfort."
12,Two Seasons Coron Island Resort,Claire, United States of America,"Liked · The location is amazing, beautiful island. The staff were gracious and nice.

Disliked · The bathroom had a bad smell. I don’t know if it’s from the recycled water but we told the front desk and it wasn’t really remedied…the smell was still there."
13,Two Seasons Coron Island Resort,Marc, Hong Kong,"Liked · Staffs are very friendly and helpful. Always carry a smile on their face.

Disliked · There aren't many Filipino foods to pick form the menu and the price is a bit high."
14,Two Seasons Coron Island Resort,Maria, Germany,"Liked · The breakfast was good and the location is also good.

Disliked · That there’s a lot of mosquitos and bed bugs/ small insects. I hope you guys will fix these problems. I had to see my dermatologist to fix my skin that took me 2 weeks to heal all my bits."
15,Two Seasons Coron Island Resort,Ray, United Kingdom,"Liked · beautiful resort, staff were great but bear in mind the Philippines is not as advanced as other places in the world with service and hospitality

Disliked · the food could be improved to include and focus on more fresh produce rather than imported goods that suit tourists as the fresh items were the most delicious"
16,Two Seasons Coron Island Resort,Theresa, Philippines,"Liked · The breakfast spread is ok...their ala carte meals are not all good..we ordered adobo but it taste like chicken bistek....we order 2 lobster and ask for lemon butter sauce....the sauce came in like mayonnaise and butter....they need to improve on their food as it is the only thing you eat when in the island...the inasal, crispy pork liempo and inihaw na liempo is good....the ensalada (lunch in the beach was good)...the roasted chicken for breakfast was good...and of course the 4 cheese pizza....otherwise nothing is serve extra special....with the cost....should be at par....
the staff are good noella, rommel, johnny, jojo, arjo and the speed boat operators are good....

Disliked · the food...."
17,Two Seasons Coron Island Resort,Edwin, United States of America,"Liked · Great beach area for swimming and snorkeling. Excellent staff and service.

Disliked · Resorts private tour food can be elevated for the price they charge. Only had 1 entree choice for each person and not impressive with the choices . I’m comparing to the 3rd party tour company we went for our next tour . 3rd party tour company also had great tour guides and food is excellent with a variety of seafood ."
18,Two Seasons Coron Island Resort,Empalmado, United States of America,"Liked · The place and the food were of impeccable quality which reflects its prices. The room we stayed in is clean, organized, and nicely decorated (that rain shower brings back memories of when I played outside when it was raining). Hot and cold showers are also available. The staffs are very accommodating and they will always observe a kind attitude toward guests.

Disliked · Food prices were a bit pricey."
19,Two Seasons Coron Island Resort,Neranjana, United States of America,"Liked · It was beautiful, we even extended our stay by a day.

Disliked · The cost of excursions. They charged $200USD for a 10min boat ride"
20,Two Seasons Coron Island Resort,Neranjana, United States of America,"Liked · Stunning property, best part of our trip!

Disliked · The boat rides/excursions are highly overpriced. We paid $200USD for a 10min boat ride."
